additions,deletions,file,sha,timestamp,author
191.0,0.0,backend/pom-2016-07-16_04-40-56-752.xml,8c686954,2016-07-22 17:43:38,Michael
1.0,1.0,backend/src/test/java/at/dropover/scheduling/interactor/SetFinalDateTest.java,97c6ef96,2016-07-16 09:51:15,Markus
55.0,0.0,backend/src/test/java/at/dropover/scheduling/interactor/SetFinalDateTest.java,432113a2,2016-07-15 21:17:07,Chris
19.0,3.0,backend/src/main/webapp/app/widgets/gallery/js/galleryController.js,3f7cf92c,2016-07-16 09:07:31,Markus
24.0,11.0,backend/src/main/webapp/app/widgets/gallery/js/galleryController.js,bf2b00ba,2014-10-26 05:52:48,Michael
294.0,0.0,backend/src/main/webapp/app/widgets/gallery/js/galleryController.js,62f4013b,2014-10-11 22:24:46,Michael
1.0,1.0,backend/src/main/webapp/app/widgets/gallery/views/galleryView.html,3f7cf92c,2016-07-16 09:07:31,Markus
5.0,5.0,backend/src/main/webapp/app/widgets/gallery/views/galleryView.html,bf2b00ba,2014-10-26 05:52:48,Michael
75.0,0.0,backend/src/main/webapp/app/widgets/gallery/views/galleryView.html,62f4013b,2014-10-11 22:24:46,Michael
3.0,4.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,ec85fe73,2016-07-16 08:12:29,Chris
68.0,6.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,0732e9cb,2016-07-16 00:27:20,Chris
6.0,6.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,a526cce1,2016-07-15 16:40:07,Chris
1.0,1.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,ad06aa87,2014-12-04 08:16:02,Markus
3.0,5.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,b5dd5695,2014-08-13 15:46:28,Chris
1.0,1.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,e14a312f,2013-11-21 18:11:25,Chris
15.0,0.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,27cec559,2013-11-16 22:36:49,Chris
1.0,1.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,fed394d0,2013-11-16 22:14:00,Chris
0.0,2.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,89af247a,2013-11-16 19:49:51,Chris
1.0,0.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,74ecc16c,2013-11-16 19:48:33,Chris
1.0,0.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,c6071cb2,2013-11-16 19:46:27,Chris
46.0,46.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,d3c75f5c,2013-11-15 20:27:55,Markus
10.0,4.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,095c56a8,2013-11-15 15:22:25,Chris
3.0,2.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,1d6f8fb5,2013-11-15 13:29:11,Chris
39.0,0.0,backend/src/main/java/at/dropover/files/interactor/UploadFile.java,5db2c11f,2013-11-15 10:18:46,Chris
1.0,1.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,ec85fe73,2016-07-16 08:12:29,Chris
10.0,1.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,0732e9cb,2016-07-16 00:27:20,Chris
4.0,4.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,a526cce1,2016-07-15 16:40:07,Chris
1.0,1.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,ad06aa87,2014-12-04 08:16:02,Markus
1.0,2.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,796b1659,2014-02-18 17:22:55,Chris
2.0,2.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,f3d8578d,2013-11-20 16:30:56,Chris
11.0,0.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,27cec559,2013-11-16 22:36:49,Chris
2.0,0.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,fed394d0,2013-11-16 22:14:00,Chris
2.0,1.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,89af247a,2013-11-16 19:49:51,Chris
98.0,98.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,d3c75f5c,2013-11-15 20:27:55,Markus
32.0,16.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,1d6f8fb5,2013-11-15 13:29:11,Chris
82.0,0.0,backend/src/test/java/at/dropover/files/interactor/UploadFileTest.java,5db2c11f,2013-11-15 10:18:46,Chris
,,backend/src/main/webapp/app/img/responsive_large.jpg,161f4ae2,2016-07-16 08:02:28,Markus
1.0,1.0,backend/src/main/webapp/app/startPage/views/startView.html,161f4ae2,2016-07-16 08:02:28,Markus
85.0,33.0,backend/src/main/webapp/app/startPage/views/startView.html,85e316ea,2014-10-11 22:23:14,Michael
101.0,0.0,backend/src/main/webapp/app/startPage/views/startView.html,7f9830ee,2014-01-06 18:24:17,Markus
2.0,2.0,backend/src/main/webapp/app/widgets/gallery/test/unit/galleryControllerUnitTest.js,161f4ae2,2016-07-16 08:02:28,Markus
25.0,1.0,backend/src/main/webapp/app/widgets/gallery/test/unit/galleryControllerUnitTest.js,bf2b00ba,2014-10-26 05:52:48,Michael
56.0,0.0,backend/src/main/webapp/app/widgets/gallery/test/unit/galleryControllerUnitTest.js,62f4013b,2014-10-11 22:24:46,Michael
12.0,12.0,backend/src/main/webapp/app/index.html,fed6dd88,2016-07-16 07:49:13,Markus
1.0,1.0,backend/src/main/webapp/app/index.html,1dc1cb00,2016-07-16 01:13:12,Markus
2.0,2.0,backend/src/main/webapp/app/index.html,36d7ae3f,2014-10-26 06:09:03,Michael
6.0,3.0,backend/src/main/webapp/app/index.html,bf2b00ba,2014-10-26 05:52:48,Michael
2.0,2.0,backend/src/main/webapp/app/index.html,0541a8f7,2014-10-11 23:17:24,Michael
34.0,10.0,backend/src/main/webapp/app/index.html,85e316ea,2014-10-11 22:23:14,Michael
51.0,0.0,backend/src/main/webapp/app/index.html,7f9830ee,2014-01-06 18:24:17,Markus
1.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/.gitignore,fed6dd88,2016-07-16 07:49:13,Markus
56.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-animate.min.js,fed6dd88,2016-07-16 07:49:13,Markus
14.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-aria.min.js,fed6dd88,2016-07-16 07:49:13,Markus
9.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-cookies.min.js,fed6dd88,2016-07-16 07:49:13,Markus
21.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-csp.css,fed6dd88,2016-07-16 07:49:13,Markus
10.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-loader.min.js,fed6dd88,2016-07-16 07:49:13,Markus
26.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-message-format.min.js,fed6dd88,2016-07-16 07:49:13,Markus
735.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-messages.js,fed6dd88,2016-07-16 07:49:13,Markus
3119.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-mocks.js,fed6dd88,2016-07-16 07:49:13,Markus
49.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-parse-ext.min.js,fed6dd88,2016-07-16 07:49:13,Markus
15.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-resource.min.js,fed6dd88,2016-07-16 07:49:13,Markus
16.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-route.min.js,fed6dd88,2016-07-16 07:49:13,Markus
15.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-sanitize.min.js,fed6dd88,2016-07-16 07:49:13,Markus
14.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular-touch.min.js,fed6dd88,2016-07-16 07:49:13,Markus
316.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/angular.min.js,fed6dd88,2016-07-16 07:49:13,Markus
143.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/i18n/angular-locale_de.js,fed6dd88,2016-07-16 07:49:13,Markus
143.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/i18n/angular-locale_en-150.js,fed6dd88,2016-07-16 07:49:13,Markus
143.0,0.0,backend/src/main/webapp/app/libs/angular-1.5.7/i18n/angular-locale_en.js,fed6dd88,2016-07-16 07:49:13,Markus
1.0,0.0,backend/src/main/webapp/app/libs/angular-loading-bar-0.9.0/loading-bar.min.css,fed6dd88,2016-07-16 07:49:13,Markus
7.0,0.0,backend/src/main/webapp/app/libs/angular-loading-bar-0.9.0/loading-bar.min.js,fed6dd88,2016-07-16 07:49:13,Markus
10.0,10.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,106214c5,2016-07-16 03:10:02,Chris
8.0,7.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,ba1fd215,2016-07-15 22:51:46,Chris
19.0,1.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,c490b32e,2013-11-17 20:03:26,Chris
82.0,82.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,efe52dd4,2013-11-15 12:20:39,Markus
82.0,82.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,1dfb4387,2013-11-15 11:09:11,Markus
1.0,1.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,2bd96f71,2013-08-14 15:08:07,Chris
82.0,0.0,backend/src/test/java/at/dropover/mail/entity/channel/MailChannelTest.java,c3ef990f,2013-08-14 14:43:16,Chris
2.0,2.0,mediumTests/src/test/java/at/dropover/mail/entity/channel/email/EMailChannelTest.java,106214c5,2016-07-16 03:10:02,Chris
4.0,5.0,mediumTests/src/test/java/at/dropover/mail/entity/channel/email/EMailChannelTest.java,a526cce1,2016-07-15 16:40:07,Chris
83.0,0.0,mediumTests/src/test/java/at/dropover/mail/entity/channel/email/EMailChannelTest.java,b78810c6,2013-11-24 19:32:51,Chris
77.0,0.0,mediumTests/src/test/java/at/dropover/mail/entity/channel/email/EMailChannelTest.java,31911a4f,2013-11-21 19:17:54,Chris
1.0,2.0,backend/.gitignore,fccfd10d,2016-07-16 02:38:31,Markus
2.0,6.0,backend/.gitignore,fd886df3,2016-07-15 19:05:44,Markus
5.0,0.0,backend/.gitignore,c9b369b5,2016-07-15 16:30:46,Markus
5.0,0.0,backend/.gitignore,53ea31d9,2016-07-15 16:19:40,Markus
1.0,0.0,backend/.gitignore,2fde4d9b,2012-11-17 21:14:25,Chris
11.0,0.0,backend/src/main/resources/backend.properties,fccfd10d,2016-07-16 02:38:31,Markus
11.0,11.0,backend/src/main/resources/backend.properties,ca4a8672,2013-11-15 09:41:21,Markus
0.0,11.0,backend/src/main/resources/backend.properties,f7431ebf,2013-11-13 13:47:36,Chris
4.0,4.0,backend/src/main/resources/backend.properties,c4c3c4ca,2013-10-19 14:32:50,Chris
4.0,4.0,backend/src/main/resources/backend.properties,f336fc55,2013-10-19 14:14:41,Chris
4.0,3.0,backend/src/main/resources/backend.properties,2151aa67,2013-09-20 18:55:09,Markus
1.0,1.0,backend/src/main/resources/backend.properties,e850b1b1,2013-09-05 19:00:25,Markus
11.0,4.0,backend/src/main/resources/backend.properties,857a5d65,2013-08-14 15:27:42,Chris
4.0,4.0,backend/src/main/resources/backend.properties,3d8a0f25,2013-05-23 06:30:58,Markus
1.0,1.0,backend/src/main/resources/backend.properties,877d4e7e,2013-03-30 21:04:44,Chris
4.0,8.0,backend/src/main/resources/backend.properties,ed73e7f3,2013-03-30 11:02:33,Chris
5.0,5.0,backend/src/main/resources/backend.properties,c4cb5bd8,2013-03-15 11:00:47,Markus
5.0,5.0,backend/src/main/resources/backend.properties,33a06f37,2013-03-13 00:10:14,Markus
3.0,3.0,backend/src/main/resources/backend.properties,ef9aef3c,2013-03-11 12:05:20,Markus
3.0,3.0,backend/src/main/resources/backend.properties,9ccc4730,2013-03-11 12:04:05,Markus
6.0,6.0,backend/src/main/resources/backend.properties,c1611650,2013-03-09 21:57:51,Markus
8.0,4.0,backend/src/main/resources/backend.properties,aed4f76f,2013-03-09 14:04:51,Markus
4.0,1.0,backend/src/main/resources/backend.properties,e1268cfe,2013-03-09 00:39:32,Markus
1.0,0.0,backend/src/main/resources/backend.properties,a2fd4788,2013-03-06 14:19:29,Markus
6.0,3.0,backend/src/main/webapp/app/widgets/location/js/locationController.js,d07ae7e9,2016-07-16 02:38:02,Markus
4.0,2.0,backend/src/main/webapp/app/widgets/location/js/locationController.js,c3b0defd,2016-07-16 02:01:40,Markus
299.0,0.0,backend/src/main/webapp/app/widgets/location/js/locationController.js,bf2b00ba,2014-10-26 05:52:48,Michael
3.0,3.0,masterbuild/pom.xml,5c413b25,2016-07-16 02:18:33,Markus
2.0,1.0,masterbuild/pom.xml,31911a4f,2013-11-21 19:17:54,Chris
7.0,0.0,masterbuild/pom.xml,6e8095e3,2013-11-14 14:15:05,Markus
144.0,144.0,masterbuild/pom.xml,c1baf0da,2013-09-20 18:31:59,Markus
0.0,1.0,masterbuild/pom.xml,7be72650,2013-03-11 12:15:26,Markus
1.0,1.0,masterbuild/pom.xml,4a83b888,2013-03-10 22:00:40,Markus
0.0,1.0,masterbuild/pom.xml,382f1bfa,2013-03-06 20:19:05,Markus
30.0,1.0,masterbuild/pom.xml,e9662725,2013-03-04 14:10:01,Markus
1.0,0.0,masterbuild/pom.xml,c6a26a63,2013-02-16 14:57:41,Markus
116.0,115.0,masterbuild/pom.xml,c2e68031,2013-02-11 19:36:05,Markus
0.0,18.0,masterbuild/pom.xml,c5e94269,2013-02-11 13:55:21,Markus
120.0,1.0,masterbuild/pom.xml,06993a1d,2013-02-11 13:04:01,Markus
1.0,1.0,masterbuild/pom.xml,2fde4d9b,2012-11-17 21:14:25,Chris
14.0,0.0,masterbuild/pom.xml,45b1bf8e,2012-11-17 18:22:28,Chris
3.0,2.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,bfea33b8,2016-07-16 02:02:02,Markus
6.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,60fcf2c9,2016-07-15 22:22:16,Chris
1.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,0937d598,2016-07-15 22:18:48,Chris
3.0,4.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,a526cce1,2016-07-15 16:40:07,Chris
1.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,ad06aa87,2014-12-04 08:16:02,Markus
6.0,3.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,327f3e84,2014-02-18 17:21:54,Chris
8.0,8.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,ed5d180a,2014-02-14 14:50:21,Michael
23.0,0.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,093122ab,2013-12-16 01:15:09,Michael
1.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,69449245,2013-12-15 17:33:34,Michael
2.0,2.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,04bed47e,2013-12-14 17:55:07,Michael
2.0,25.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,14e369a2,2013-12-13 06:44:08,Michael
1.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,bda003e4,2013-12-13 06:23:52,Michael
2.0,2.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,9103d555,2013-07-25 17:35:04,Michael
3.0,4.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,c1a82e88,2013-07-25 16:54:30,Michael
84.0,0.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,a411e732,2013-07-25 08:13:23,Michael
0.0,5.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,1171fe92,2013-03-30 04:29:34,Chris
5.0,0.0,backend/src/main/java/at/dropover/scheduling/interactor/GetScheduling.java,717bf5fb,2013-03-30 01:52:51,Michael
19.0,23.0,backend/src/main/webapp/app/eventPage/js/eventController.js,c3b0defd,2016-07-16 02:01:40,Markus
26.0,2.0,backend/src/main/webapp/app/eventPage/js/eventController.js,bf2b00ba,2014-10-26 05:52:48,Michael
130.0,49.0,backend/src/main/webapp/app/eventPage/js/eventController.js,85e316ea,2014-10-11 22:23:14,Michael
173.0,173.0,backend/src/main/webapp/app/eventPage/js/eventController.js,4057181f,2014-08-04 17:57:31,Markus
173.0,132.0,backend/src/main/webapp/app/eventPage/js/eventController.js,b03fcc9f,2014-03-19 22:16:41,Michael
132.0,0.0,backend/src/main/webapp/app/eventPage/js/eventController.js,7f9830ee,2014-01-06 18:24:17,Markus
1.0,2.0,backend/src/main/webapp/app/eventPage/views/eventView.html,c3b0defd,2016-07-16 02:01:40,Markus
2.0,2.0,backend/src/main/webapp/app/eventPage/views/eventView.html,bf2b00ba,2014-10-26 05:52:48,Michael
26.0,31.0,backend/src/main/webapp/app/eventPage/views/eventView.html,85e316ea,2014-10-11 22:23:14,Michael
92.0,92.0,backend/src/main/webapp/app/eventPage/views/eventView.html,4057181f,2014-08-04 17:57:31,Markus
92.0,92.0,backend/src/main/webapp/app/eventPage/views/eventView.html,b03fcc9f,2014-03-19 22:16:41,Michael
92.0,0.0,backend/src/main/webapp/app/eventPage/views/eventView.html,7f9830ee,2014-01-06 18:24:17,Markus
8.0,3.0,backend/src/main/webapp/app/widgets/location/views/locationView.html,c3b0defd,2016-07-16 02:01:40,Markus
45.0,0.0,backend/src/main/webapp/app/widgets/location/views/locationView.html,bf2b00ba,2014-10-26 05:52:48,Michael
24.0,21.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,33a04242,2016-07-16 01:13:59,Markus
5.0,2.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,542349b3,2016-07-15 23:08:05,Markus
17.0,2.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,d1287481,2016-07-15 19:10:56,Markus
169.0,66.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,85e316ea,2014-10-11 22:23:14,Michael
17.0,2.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,466a1cbe,2014-09-24 16:51:49,Michael
378.0,378.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,4057181f,2014-08-04 17:57:31,Markus
378.0,242.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,b03fcc9f,2014-03-19 22:16:41,Michael
242.0,0.0,backend/src/main/webapp/app/widgets/scheduling/js/schedulingController.js,7f9830ee,2014-01-06 18:24:17,Markus
1.0,1.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,ba3ab964,2016-07-16 01:13:34,Markus
1.0,1.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,542349b3,2016-07-15 23:08:05,Markus
107.0,86.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,85e316ea,2014-10-11 22:23:14,Michael
129.0,129.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,4057181f,2014-08-04 17:57:31,Markus
129.0,131.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,b03fcc9f,2014-03-19 22:16:41,Michael
131.0,0.0,backend/src/main/webapp/app/widgets/scheduling/views/schedulingView.html,7f9830ee,2014-01-06 18:24:17,Markus
23.0,1.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,ab9ad48e,2016-07-16 00:50:20,Chris
3.0,5.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,a526cce1,2016-07-15 16:40:07,Chris
7.0,0.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,d80bfc08,2014-02-24 16:10:48,Chris
34.0,36.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,acb9bf60,2014-02-14 15:06:44,Michael
51.0,51.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,1fb5ac5a,2013-12-16 23:01:34,Markus
2.0,2.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,093122ab,2013-12-16 01:15:09,Michael
51.0,0.0,backend/src/main/java/at/dropover/scheduling/interactor/AddSchedulingDate.java,f5d9218d,2013-12-15 19:24:36,Michael
30.0,0.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,ab9ad48e,2016-07-16 00:50:20,Chris
2.0,2.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,a526cce1,2016-07-15 16:40:07,Chris
1.0,1.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,ad06aa87,2014-12-04 08:16:02,Markus
1.0,1.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,c9e492f3,2014-03-10 18:05:22,Chris
1.0,0.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,c09158d7,2014-02-19 16:44:53,Chris
3.0,3.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,3d3be4ca,2014-02-19 15:47:05,Chris
38.0,40.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,796b1659,2014-02-18 17:22:55,Chris
113.0,113.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,1fb5ac5a,2013-12-16 23:01:34,Markus
14.0,0.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,093122ab,2013-12-16 01:15:09,Michael
99.0,0.0,backend/src/test/java/at/dropover/scheduling/interactor/AddSchedulingDateTest.java,9bc4e8cc,2013-12-15 19:25:17,Michael
5.0,0.0,backend/pom.xml,0732e9cb,2016-07-16 00:27:20,Chris
1.0,0.0,backend/pom.xml,c5e87fba,2016-07-15 17:42:12,Markus
1.0,1.0,backend/pom.xml,c9b369b5,2016-07-15 16:30:46,Markus
1.0,1.0,backend/pom.xml,f4451da2,2014-10-13 17:12:06,Markus
26.0,0.0,backend/pom.xml,84ad3227,2014-10-13 16:07:59,Markus
6.0,3.0,backend/pom.xml,b5dd5695,2014-08-13 15:46:28,Chris
0.0,5.0,backend/pom.xml,82f0dff9,2014-03-15 11:14:57,Chris
11.0,7.0,backend/pom.xml,b8fa5ffd,2013-11-23 16:03:57,Markus
8.0,1.0,backend/pom.xml,98f95a2d,2013-11-19 18:00:12,Chris
6.0,6.0,backend/pom.xml,d4048722,2013-11-15 20:38:55,Markus
155.0,155.0,backend/pom.xml,d3c75f5c,2013-11-15 20:27:55,Markus
5.0,0.0,backend/pom.xml,1d6f8fb5,2013-11-15 13:29:11,Chris
140.0,140.0,backend/pom.xml,efe52dd4,2013-11-15 12:20:39,Markus
6.0,6.0,backend/pom.xml,6e8095e3,2013-11-14 14:15:05,Markus
140.0,140.0,backend/pom.xml,1dfb4387,2013-11-15 11:09:11,Markus
5.0,0.0,backend/pom.xml,902043f6,2013-11-14 19:13:05,Chris
5.0,0.0,backend/pom.xml,9eb4c9af,2013-11-14 14:01:19,Chris
110.0,109.0,backend/pom.xml,5f4291f9,2013-09-23 11:22:57,Markus
109.0,109.0,backend/pom.xml,1d86896d,2013-09-23 11:22:57,Markus
119.0,119.0,backend/pom.xml,d8beb25e,2013-09-23 09:12:37,Markus
119.0,119.0,backend/pom.xml,ad4a6ca0,2013-09-23 09:12:37,Markus
10.0,0.0,backend/pom.xml,d6771949,2013-09-06 07:55:19,Markus
25.0,0.0,backend/pom.xml,b901f0ad,2013-08-14 14:48:53,Chris
6.0,0.0,backend/pom.xml,c3ef990f,2013-08-14 14:43:16,Chris
0.0,5.0,backend/pom.xml,e39f0cf6,2013-07-25 13:21:40,Chris
7.0,1.0,backend/pom.xml,aa2876d9,2013-03-30 07:53:39,Chris
17.0,5.0,backend/pom.xml,1862cc21,2013-03-13 19:38:32,Markus
1.0,1.0,backend/pom.xml,4a83b888,2013-03-10 22:00:40,Markus
7.0,0.0,backend/pom.xml,1ba64276,2013-03-07 14:06:04,Markus
7.0,0.0,backend/pom.xml,b1ad4688,2013-03-06 12:21:19,Markus
5.0,0.0,backend/pom.xml,8ca6bbc5,2013-02-16 18:25:27,Chris
77.0,77.0,backend/pom.xml,76f6b873,2013-02-11 19:18:03,Markus
0.0,17.0,backend/pom.xml,c5e94269,2013-02-11 13:55:21,Markus
36.0,57.0,backend/pom.xml,06993a1d,2013-02-11 13:04:01,Markus
20.0,0.0,backend/pom.xml,7f6ab448,2013-01-13 15:26:26,Chris
15.0,3.0,backend/pom.xml,7144f077,2012-11-28 16:38:43,Chris
3.0,15.0,backend/pom.xml,de0fba16,2012-11-28 16:29:53,Chris
2.0,3.0,backend/pom.xml,888c679c,2012-11-25 11:55:13,Markus
13.0,0.0,backend/pom.xml,3c82fbac,2012-11-25 11:52:03,Markus
0.0,8.0,backend/pom.xml,5de50c66,2012-11-18 11:35:17,Chris
0.0,13.0,backend/pom.xml,9b8f56bc,2012-11-18 11:08:09,Chris
0.0,5.0,backend/pom.xml,505ce74c,2012-11-18 11:06:16,Chris
52.0,1.0,backend/pom.xml,919c6130,2012-11-18 10:46:13,Chris
6.0,0.0,backend/pom.xml,25d92251,2012-11-18 09:51:21,Markus
8.0,0.0,backend/pom.xml,ba17b93d,2012-11-18 04:17:40,Chris
13.0,0.0,backend/pom.xml,0b0e711f,2012-11-18 01:09:20,Chris
29.0,19.0,backend/pom.xml,2fde4d9b,2012-11-17 21:14:25,Chris
21.0,0.0,backend/pom.xml,11b20729,2012-11-17 18:29:34,Chris
1.0,0.0,backend/src/test/java/at/dropover/files/FileTestUtils.java,0732e9cb,2016-07-16 00:27:20,Chris
6.0,0.0,backend/src/test/java/at/dropover/files/FileTestUtils.java,f3d8578d,2013-11-20 16:30:56,Chris
25.0,25.0,backend/src/test/java/at/dropover/files/FileTestUtils.java,d3c75f5c,2013-11-15 20:27:55,Markus
25.0,0.0,backend/src/test/java/at/dropover/files/FileTestUtils.java,1d6f8fb5,2013-11-15 13:29:11,Chris
,,backend/src/test/resources/filetest/image.jpg,0732e9cb,2016-07-16 00:27:20,Chris
7.0,3.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,ba1fd215,2016-07-15 22:51:46,Chris
2.0,2.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,a526cce1,2016-07-15 16:40:07,Chris
4.0,8.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,796b1659,2014-02-18 17:22:55,Chris
3.0,2.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,c0f90ecb,2014-01-24 13:43:53,Michael
25.0,25.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,efe52dd4,2013-11-15 12:20:39,Markus
25.0,25.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,1dfb4387,2013-11-15 11:09:11,Markus
25.0,0.0,backend/src/main/java/at/dropover/framework/configuration/InterceptorFactory.java,b901f0ad,2013-08-14 14:48:53,Chris
15.0,7.0,backend/src/main/java/at/dropover/mail/entity/channel/common/MailChannelValidator.java,ba1fd215,2016-07-15 22:51:46,Chris
5.0,2.0,backend/src/main/java/at/dropover/mail/entity/channel/common/MailChannelValidator.java,c48bdec7,2013-11-20 20:31:35,Chris
8.0,4.0,backend/src/main/java/at/dropover/mail/entity/channel/common/MailChannelValidator.java,76e02439,2013-11-20 16:27:13,Chris
7.0,1.0,backend/src/main/java/at/dropover/mail/entity/channel/common/MailChannelValidator.java,c490b32e,2013-11-17 20:03:26,Chris
